10 - Detailed Results,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,VALID VOTES POLLED,,,,
STATE/UT NAME,AC NO.,AC NAME,CANDIDATE NAME,SEX,AGE,CATEGORY,PARTY,SYMBOL,GENERAL,POSTAL,TOTAL,% VOTES POLLED,TOTAL ELECTORS
Punjab,63,Ludhiana Central,7 Jatinder Pal Singh,MALE,40,GENERAL,IND,Gas Cylinder,194,0,194,0.2,158945
Punjab,63,Ludhiana Central,8 Adv.Raminder Pal singh,MALE,55,GENERAL,PPID,School Bag,105,0,105,0.11,158945
Punjab,63,Ludhiana Central,9 Jagtar Singh,MALE,41,GENERAL,SP,Bicycle,101,0,101,0.1,158945
Punjab,63,Ludhiana Central,10 Darshan Singh,MALE,57,GENERAL,ILVK,Chakki,88,0,88,0.09,158945
TURN OUT,,,,,,TOTAL:,,,98179,226,98405,61.91,
Punjab,64,Ludhiana West,1 GURPREET BASSI GOGI,MALE,54,GENERAL,AAAP,Broom,40075,368,40443,34.46,182545
Punjab,64,Ludhiana West,2 BHARAT BHUSHAN ASHU,MALE,49,GENERAL,INC,Hand,32635,296,32931,28.06,182545
Punjab,64,Ludhiana West,3 ADVOCATE BIKRAM SINGH SIDHU,MALE,50,GENERAL,BJP,Lotus,27915,192,28107,23.95,182545
Punjab,64,Ludhiana West,4 MAHESHINDER SINGH GREWAL,MALE,72,GENERAL,SAD,Scales,9921,151,10072,8.58,182545
Punjab,64,Ludhiana West,5 TARUN JAIN BAWA,MALE,49,GENERAL,IND,Cot,3805,26,3831,3.26,182545
Punjab,64,Ludhiana West,6 NOTA,,,,NOTA,NOTA,1146,27,1173,1,182545
Punjab,64,Ludhiana West,7 BALWINDER SEKHON,MALE,58,GENERAL,IND,Bat,449,4,453,0.39,182545
Punjab,64,Ludhiana West,8 ANITA SHAH,FEMALE,42,GENERAL,BMUP,BENCH,212,2,214,0.18,182545
Punjab,64,Ludhiana West,9 SARBJIT KAUR,FEMALE,34,GENERAL,APNJBP,CCTV Camera,133,3,136,0.12,182545
TURN OUT,,,,,,TOTAL:,,,116291,1069,117360,64.29,
Punjab,65,Ludhiana North,1 MADAN LAL BAGGA,MALE,62,GENERAL,AAAP,Broom,50983,121,51104,40.59,205144
Punjab,65,Ludhiana North,2 PARVEEN BANSAL,MALE,56,GENERAL,BJP,Lotus,35751,71,35822,28.45,205144
Punjab,65,Ludhiana North,3 RAKESH PANDEY,MALE,66,GENERAL,INC,Hand,24274,52,24326,19.32,205144
Punjab,65,Ludhiana North,4 R.D. SHARMA,MALE,51,GENERAL,SAD,Scales,11425,29,11454,9.1,205144
Punjab,65,Ludhiana North,5 RANDHIR SINGH SIVIA,MALE,54,GENERAL,LIP,Letter Box,980,2,982,0.78,205144
Punjab,65,Ludhiana North,6 NOTA,,,,NOTA,NOTA,912,10,922,0.73,205144
Punjab,65,Ludhiana North,7 RAMANJIT BADHAN LALLY,MALE,52,SC,IND,DIAMOND,446,2,448,0.36,205144
Punjab,65,Ludhiana North,8 AVTAR SINGH,MALE,35,SC,PPID,Battery torch,285,0,285,0.23,205144
Punjab,65,Ludhiana North,9 PROMILA RALHAN BANI,FEMALE,42,GENERAL,BMUP,Cot,262,0,262,0.21,205144
Punjab,65,Ludhiana North,10 MANJU,FEMALE,42,GENERAL,SP,Bicycle,164,0,164,0.13,205144
Punjab,65,Ludhiana North,11 ANIL KUMAR GOYAL,MALE,46,GENERAL,ILVK,Chakki,138,0,138,0.11,205144
TURN OUT,,,,,,TOTAL:,,,125620,287,125907,61.37,
Punjab,66,Gill,1 Jiwan Singh Sangowal,MALE,58,SC,AAAP,Broom,92173,523,92696,50.33,273574
Punjab,66,Gill,2 Darshan Singh Shivalik,MALE,66,SC,SAD,Scales,34885,167,35052,19.03,273574
Punjab,66,Gill,3 Kuldeep Singh Vaid (Bulara),MALE,61,SC,INC,Hand,33648,138,33786,18.35,273574
Punjab,66,Gill,4 Sucha Ram Ladhar,MALE,63,SC,BJP,Lotus,12751,50,12801,6.95,273574
Punjab,66,Gill,5 Gagandeep Alias Sunny Kainth,MALE,33,SC,LIP,Letter Box,3822,15,3837,2.08,273574
Punjab,66,Gill,6 Rajeev Kumar Lovely,MALE,54,SC,IND,Pot,2003,10,2013,1.09,273574
Punjab,66,Gill,7 NOTA,,,,NOTA,NOTA,1681,20,1701,0.92,273574
Punjab,66,Gill,8 Rajinder Singh Singhpura,MALE,61,SC,IND,Bat,804,3,807,0.44,273574
Punjab,66,Gill,9 Jaswinder Singh,MALE,47,SC,BMUP,Cot,493,0,493,0.27,273574
Punjab,66,Gill,10 Dr. Brijesh Bangar,MALE,45,SC,PPID,School Bag,371,2,373,0.2,273574
Punjab,66,Gill,11 Balbir Singh Alamgir,MALE,58,SC,CPI(M),"Hammer, Sickle and Star",334,4,338,0.18,273574
Punjab,66,Gill,12 Darshan Singh,MALE,34,SC,ALPU,Tiller,266,0,266,0.14,273574
TURN OUT,,,,,,TOTAL:,,,183231,932,184163,67.32,
Punjab,67,Payal,1 MANWINDER SINGH GIASPURA,MALE,47,SC,AAAP,Broom,63211,422,63633,50.18,166299
Punjab,67,Payal,2 LAKHVIR SINGH,MALE,47,SC,INC,Hand,30479,145,30624,24.15,166299
Punjab,67,Payal,3 DOCTOR JASPREET SINGH BIJA,MALE,37,SC,BSP,Elephant,20515,133,20648,16.28,166299
Punjab,67,Payal,4 RAMPAL SINGH DAULATPUR,MALE,65,SC,SAD(M),BUCKET,5682,5,5687,4.48,166299
Punjab,67,Payal,5 SIMARDEEP SINGH DOBURJI,MALE,31,SC,IND,Pot,1107,10,1117,0.88,166299
Punjab,67,Payal,6 BHAGWAN SINGH SOMAL KHERI,MALE,65,SC,CPI,Ears of Corn And Sickle,863,4,867,0.68,166299
Punjab,67,Payal,7 HARSHIT KUMAR SHEETAL,MALE,33,SC,SADS,Telephone,668,14,682,0.54,166299
Punjab,67,Payal,8 HARCHAND SINGH,MALE,62,SC,IND,Bat,528,1,529,0.42,166299
Punjab,67,Payal,9 NOTA,,,,NOTA,NOTA,510,11,521,0.41,166299
Punjab,67,Payal,10 Er. JAGTAR SINGH LAMBA,MALE,56,SC,IND,Football Player,455,0,455,0.36,166299
Punjab,67,Payal,11 GURDEEP SINGH KALI,MALE,44,SC,IND,Dustbin,369,3,372,0.29,166299
Punjab,67,Payal,12 LAKHVIR SINGH LAKHA,MALE,48,SC,PPID,School Bag,359,1,360,0.28,166299
Punjab,67,Payal,13 JAGDEEP SINGH (R/o VILLAGE MAJRI),MALE,36,SC,LIP,Letter Box,302,1,303,0.24,166299
Punjab,67,Payal,14 ADVOCATE PRABHJOT SINGH,MALE,32,SC,IND,Pressure Cooker,271,2,273,0.22,166299
Punjab,67,Payal,15 RANJIT SINGH KAKA,MALE,48,SC,PKD,Hand Cart,195,0,195,0.15,166299
Punjab,67,Payal,16 GURPREET SINGH,MALE,48,SC,BMUP,Cot,188,6,194,0.15,166299
Punjab,67,Payal,17 JAGDEEP SINGH (R/o VILLAGE SIRTHLA),MALE,55,SC,RJSNP,Auto- Rickshaw,147,1,148,0.12,166299
Punjab,67,Payal,18 RAJDEEP KAUR,FEMALE,42,SC,JJJKP,Scissors,117,3,120,0.09,166299
Punjab,67,Payal,19 MALKIT SINGH,MALE,62,SC,IND,Sofa,94,0,94,0.07,166299
TURN OUT,,,,,,TOTAL:,,,126060,762,126822,76.26,
Punjab,68,Dakha,1 MANPREET SINGH AYALI,MALE,47,GENERAL,SAD,Scales,49741,168,49909,34.97,188492
Punjab,68,Dakha,2 CAPT. SANDEEP SINGH SANDHU,MALE,52,GENERAL,INC,Hand,43931,171,44102,30.9,188492
Punjab,68,Dakha,3 DR. K. N. S. KANG,MALE,56,GENERAL,AAAP,Broom,42647,347,42994,30.12,188492
Punjab,68,Dakha,4 HARPREET SINGH MAKHU,MALE,40,GENERAL,SNYKSNGRHP,Cup & Saucer,2434,20,2454,1.72,188492
Punjab,68,Dakha,5 NOTA,,,,NOTA,NOTA,1169,2,1171,0.82,188492
Punjab,68,Dakha,6 DAMANJIT SINGH MOHIE,MALE,46,GENERAL,PLCP,HOCKEY AND BALL,827,9,836,0.59,188492
Punjab,68,Dakha,7 JAGDEEP SINGH GILL,MALE,48,GENERAL,IND,Dish Antenna,413,0,413,0.29,188492
Punjab,68,Dakha,8 NEETU CHHATRAN WALA,MALE,36,SC,IND,Bat,315,5,320,0.22,188492
Punjab,68,Dakha,9 SIMRANDEEP SINGH,MALE,30,SC,RSP,Spade & Stoker,293,6,299,0.21,188492
Punjab,68,Dakha,10 DR. DEVINDER SINGH GILL,MALE,45,GENERAL,ALPU,Tiller,137,2,139,0.1,188492
Punjab,68,Dakha,11 KARAMJIT SINGH,MALE,57,SC,PPID,School Bag,102,0,102,0.07,188492
TURN OUT,,,,,,TOTAL:,,,142009,730,142739,75.73,
Punjab,69,Raikot,1 HAKAM SINGH THEKEDAR,MALE,66,SC,AAAP,Broom,63303,356,63659,56.04,157186
Punjab,69,Raikot,2 KAMIL AMAR SINGH,MALE,34,SC,INC,Hand,35895,120,36015,31.7,157186
Punjab,69,Raikot,3 BALWINDER SINGH SANDHU,MALE,59,SC,BSP,Elephant,8351,30,8381,7.38,157186
Punjab,69,Raikot,4 Dr. JAGTAR SINGH,MALE,64,SC,IND,Ganna Kisan,1507,7,1514,1.33,157186
Punjab,69,Raikot,5 GURPAL SINGH GOLDY,MALE,36,SC,SADS,Telephone,1267,9,1276,1.12,157186
Punjab,69,Raikot,6 NOTA,,,,NOTA,NOTA,1217,15,1232,1.08,157186
Punjab,69,Raikot,7 BALDEV SINGH ( DEV SARABHA ),MALE,42,SC,IND,Sewing Machine,480,3,483,0.43,157186
Punjab,69,Raikot,8 RAJPAL SINGH,MALE,58,SC,SMJSNGP,Helicopter,375,1,376,0.33,157186
Punjab,69,Raikot,9 HARGOBIND SINGH,MALE,38,SC,PKD,Hand Cart,310,3,313,0.28,157186
Punjab,69,Raikot,10 BALVIR SINGH,MALE,63,SC,BMUP,Cot,231,3,234,0.21,157186
Punjab,69,Raikot,11 BALDEV SINGH,MALE,59,SC,ALPU,Tiller,114,2,116,0.1,157186
TURN OUT,,,,,,TOTAL:,,,113050,549,113599,72.27,
Punjab,70,Jagraon,1 SARVJIT KAUR MANUKE,FEMALE,49,SC,AAAP,Broom,64749,446,65195,51.95,185401
Punjab,70,Jagraon,2 S.R. KALER,MALE,70,SC,SAD,Scales,25428,111,25539,20.35,185401
Punjab,70,Jagraon,3 JAGTAR SINGH JAGGA HISSOWAL,MALE,48,SC,INC,Hand,20816,62,20878,16.64,185401
Punjab,70,Jagraon,4 PARIVAR SINGH DALLA,MALE,50,SC,SAD(M),COMPUTER,5171,8,5179,4.13,185401
Punjab,70,Jagraon,5 KANWAR NARINDER SINGH,MALE,61,SC,BJP,Lotus,4449,27,4476,3.57,185401
Punjab,70,Jagraon,6 KULDEEP SINGH DALLA,MALE,36,SC,IND,Cot,1381,16,1397,1.11,185401
Punjab,70,Jagraon,7 NOTA,,,,NOTA,NOTA,1051,6,1057,0.84,185401
Punjab,70,Jagraon,8 GURDEEP SINGH DHALIWAL,MALE,45,SC,IND,BUCKET,559,0,559,0.45,185401
Punjab,70,Jagraon,9 TEJINDER KAUR TEJI SANDHU,FEMALE,45,SC,LIP,Letter Box,474,4,478,0.38,185401
Punjab,70,Jagraon,10 SURINDER SINGH SAHOTA,MALE,62,SC,RPI(A),Binoculars,378,1,379,0.3,185401
Punjab,70,Jagraon,11 PARAMJIT SINGH SAHOTA,MALE,61,SC,IND,Rubber Stamp,366,0,366,0.29,185401
TURN OUT,,,,,,TOTAL:,,,124822,681,125503,67.69,
Punjab,71,Nihal Singhwala,1 MANJIT SINGH BILASPUR,MALE,46,SC,AAAP,Broom,64702,454,65156,46.11,198817
Punjab,71,Nihal Singhwala,2 BHUPINDER SINGH SAHOKE,MALE,55,SC,INC,Hand,27073,99,27172,19.23,198817
Punjab,71,Nihal Singhwala,3 BALDEV SINGH MANUKE,MALE,64,SC,SAD,Scales,26670,88,26758,18.94,198817
Punjab,71,Nihal Singhwala,4 BALDEV SINGH,MALE,64,SC,SAD(M),Truck,14610,8,14618,10.34,198817
Punjab,71,Nihal Singhwala,5 GURADITTA SINGH,MALE,28,SC,IND,Cot,3522,13,3535,2.5,198817
Punjab,71,Nihal Singhwala,6 MUKHTIAR SINGH SANDHU S.P.,MALE,62,SC,PLCP,HOCKEY AND BALL,1137,8,1145,0.81,198817
Punjab,71,Nihal Singhwala,7 NOTA,,,,NOTA,NOTA,1002,8,1010,0.71,198817
Punjab,71,Nihal Singhwala,8 GURDEEP SINGH,MALE,46,SC,IND,Road Roller,546,3,549,0.39,198817
Punjab,71,Nihal Singhwala,9 PARAMJIT KAUR,FEMALE,40,SC,DBSP,Helicopter,507,9,516,0.37,198817
Punjab,71,Nihal Singhwala,10 SUKHDEV SINGH,MALE,55,SC,LIP,Letter Box,335,3,338,0.24,198817
Punjab,71,Nihal Singhwala,11 PARMINDER SINGH,MALE,28,SC,KRSKBP,Almirah,297,1,298,0.21,198817
Punjab,71,Nihal Singhwala,12 AJAIB SINGH,MALE,37,SC,IND,Gas Cylinder,211,2,213,0.15,198817
TURN OUT,,,,,,TOTAL:,,,140612,696,141308,71.07,
Punjab,72,Bhagha Purana,1 AMRITPAL SINGH SUKHANAND,MALE,32,GENERAL,AAAP,Broom,66859,284,67143,50.4,172851
Punjab,72,Bhagha Purana,2 TIRATH SINGH MAHLA,MALE,56,GENERAL,SAD,Scales,33305,79,33384,25.06,172851
Punjab,72,Bhagha Purana,3 DARSHAN SINGH BRAR,MALE,74,GENERAL,INC,Hand,18003,39,18042,13.54,172851
Punjab,72,Bhagha Purana,4 BHOLA SINGH BRAR,MALE,53,GENERAL,IND,Cot,8677,25,8702,6.53,172851
Punjab,72,Bhagha Purana,5 JAGTAR SINGH RAJEANA,MALE,67,GENERAL,SADS,Telephone,3263,4,3267,2.45,172851
Punjab,72,Bhagha Purana,6 NOTA,,,,NOTA,NOTA,1167,3,1170,0.88,172851
Punjab,72,Bhagha Purana,7 DARSHAN SINGH BRAR,MALE,67,GENERAL,IND,Lady Finger,474,0,474,0.36,172851
Punjab,72,Bhagha Purana,8 DARSHAN SINGH KHOTE,MALE,67,SC,IND,Plastering Trowel,319,2,321,0.24,172851
Punjab,72,Bhagha Purana,9 JASWINDER KAUR,FEMALE,42,GENERAL,JJJKP,Hand Cart,280,3,283,0.21,172851
Punjab,72,Bhagha Purana,10 HARJINDER SINGH,MALE,42,GENERAL,LIP,Letter Box,254,1,255,0.19,172851
Punjab,72,Bhagha Purana,11 AMRITPAL SINGH,MALE,30,GENERAL,IND,Brush,181,0,181,0.14,172851
TURN OUT,,,,,,TOTAL:,,,132782,440,133222,77.07,
Punjab,73,Moga,1 DR. AMANDEEP KAUR ARORA,FEMALE,39,GENERAL,AAAP,Broom,58813,336,59149,41.01,203919
Punjab,73,Moga,2 MALVIKA SOOD,FEMALE,39,GENERAL,INC,Hand,38125,109,38234,26.51,203919
Punjab,73,Moga,3 BARJINDER SINGH MAKHAN BRAR,MALE,50,GENERAL,SAD,Scales,28213,120,28333,19.64,203919
Punjab,73,Moga,4 DR. HARJOT KAMAL,MALE,54,GENERAL,BJP,Lotus,10558,48,10606,7.35,203919
Punjab,73,Moga,5 MANJEET SINGH MALLAH,MALE,61,GENERAL,SAD(M),BUCKET,3794,9,3803,2.64,203919
Punjab,73,Moga,6 NAVDEEP SANGHA,MALE,43,GENERAL,IND,Pot,1878,9,1887,1.31,203919
Punjab,73,Moga,7 NOTA,,,,NOTA,NOTA,916,9,925,0.64,203919
Punjab,73,Moga,8 GURPREET SINGH ARORA,MALE,35,GENERAL,IND,Camera,306,0,306,0.21,203919
Punjab,73,Moga,9 CHANAN SINGH WATTU,MALE,68,SC,BMUP,Cot,271,0,271,0.19,203919
Punjab,73,Moga,10 LAVINDER GILL,FEMALE,45,GENERAL,IND,Pen Nib with Seven Rays,263,1,264,0.18,203919
Punjab,73,Moga,11 BALKARAN MOGA,MALE,46,GENERAL,CPI(ML)(L),Flag with Three Stars,231,0,231,0.16,203919
Punjab,73,Moga,12 GURCHARAN SINGH,MALE,52,SC,IND,Tyres,223,0,223,0.15,203919
TURN OUT,,,,,,TOTAL:,,,143591,641,144232,70.73,
Punjab,74,Dharamkot,1 DEVINDERJEET SINGH LADDI DHOSE,MALE,44,GENERAL,AAAP,Broom,64902,476,65378,45.97,182302
Punjab,74,Dharamkot,2 SUKHJIT SINGH KAKA LOHGARH,MALE,68,GENERAL,INC,Hand,35300,106,35406,24.9,182302
Punjab,74,Dharamkot,3 JATHEDAR TOTA SINGH,MALE,80,GENERAL,SAD,Scales,30351,144,30495,21.44,182302
Punjab,74,Dharamkot,4 BALRAJ SINGH KHALSA,MALE,47,GENERAL,SAD(M),BUCKET,6189,11,6200,4.36,182302
Punjab,74,Dharamkot,5 HARPREET SINGH HERO,MALE,58,GENERAL,IND,Cot,1605,10,1615,1.14,182302
Punjab,74,Dharamkot,6 RAVINDER SINGH RAVI GREWAL,MALE,58,GENERAL,PLCP,HOCKEY AND BALL,745,8,753,0.53,182302
Punjab,74,Dharamkot,7 NOTA,,,,NOTA,NOTA,743,3,746,0.52,182302
Punjab,74,Dharamkot,8 SURJIT SINGH GAGRA,MALE,74,GENERAL,CPI(M),"Hammer, Sickle and Star",597,5,602,0.42,182302
Punjab,74,Dharamkot,9 ANGREJ SINGH,MALE,45,SC,IND,Chimney,427,3,430,0.3,182302
Punjab,74,Dharamkot,10 JAGJIT SINGH,MALE,48,GENERAL,LIP,Letter Box,380,0,380,0.27,182302
Punjab,74,Dharamkot,11 JUGRAJ SINGH,MALE,61,SC,DBSP,Air Conditioner,198,1,199,0.14,182302
TURN OUT,,,,,,TOTAL:,,,141437,767,142204,78,
Punjab,75,Zira,1 Naresh Kataria,MALE,63,GENERAL,AAAP,Broom,63709,325,64034,42.35,188313
Punjab,75,Zira,2 Janmeja Singh Sekhon,MALE,78,GENERAL,SAD,Scales,41200,58,41258,27.29,188313
Punjab,75,Zira,3 KULBIR SINGH ZIRA,MALE,41,GENERAL,INC,Hand,40542,73,40615,26.86,188313
Punjab,75,Zira,4 Avtar Singh Zira,MALE,58,GENERAL,BJP,Lotus,1981,26,2007,1.33,188313
Punjab,75,Zira,5 Naresh Kumar,MALE,31,GENERAL,IND,Bat,791,0,791,0.52,188313
Punjab,75,Zira,6 Megh Raj,MALE,62,GENERAL,IND,Cot,716,1,717,0.47,188313
Punjab,75,Zira,7 NOTA,,,,NOTA,NOTA,674,2,676,0.45,188313
Punjab,75,Zira,8 Kulbir Singh,MALE,29,GENERAL,IND,Cake,338,1,339,0.22,188313
Punjab,75,Zira,9 Sukhwinder Singh,MALE,48,SC,NATJUP,Truck,323,0,323,0.21,188313
Punjab,75,Zira,10 KAMALJIT SINGH,MALE,29,GENERAL,IND,Batsman,203,0,203,0.13,188313
Punjab,75,Zira,11 Priyanka Rani,FEMALE,29,GENERAL,ILVK,Chakki,124,4,128,0.08,188313
Punjab,75,Zira,12 Amandeep Singh,MALE,28,GENERAL,IND,Triangle,120,0,120,0.08,188313
TURN OUT,,,,,,TOTAL:,,,150721,490,151211,80.3,
Punjab,76,Firozpur City,1 RANBIR SINGH,MALE,50,GENERAL,AAAP,Broom,47997,446,48443,38.91,173368
Punjab,76,Firozpur City,2 PARMINDER SINGH PINKI,MALE,62,GENERAL,INC,Hand,28785,89,28874,23.19,173368
Punjab,76,Firozpur City,3 GURMIT SINGH SODHI,MALE,68,GENERAL,BJP,Lotus,24476,159,24635,19.79,173368
Punjab,76,Firozpur City,4 ROHIT VOHRA,MALE,49,GENERAL,SAD,Scales,17696,61,17757,14.26,173368
Punjab,76,Firozpur City,5 TEJINDER SINGH DEOL,MALE,47,GENERAL,SAD(M),BUCKET,2017,8,2025,1.63,173368
Punjab,76,Firozpur City,6 LAKHWINDER SINGH,MALE,34,GENERAL,IND,Cot,549,3,552,0.44,173368
Punjab,76,Firozpur City,7 RAJ,MALE,48,SC,IND,Chimney,494,0,494,0.4,173368
Punjab,76,Firozpur City,8 NOTA,,,,NOTA,NOTA,449,2,451,0.36,173368
Punjab,76,Firozpur City,9 PUSHPINDER SINGH,MALE,27,GENERAL,IND,Bat,359,0,359,0.29,173368
Punjab,76,Firozpur City,10 BIMLA RANI,FEMALE,52,SC,JNBRDP,Battery torch,182,0,182,0.15,173368
Punjab,76,Firozpur City,11 SUNIL KUMAR,MALE,33,GENERAL,ILVK,Chakki,154,1,155,0.12,173368
Punjab,76,Firozpur City,12 PARVINDER SINGH,MALE,31,GENERAL,IND,Bead Necklace,141,0,141,0.11,173368
Punjab,76,Firozpur City,13 JUGRAJ SINGH,MALE,36,GENERAL,IND,BENCH,139,0,139,0.11,173368
Punjab,76,Firozpur City,14 HARI CHAND GUPTA,MALE,62,GENERAL,IND,SHIP,113,3,116,0.09,173368
Punjab,76,Firozpur City,15 RAHMA,FEMALE,50,SC,NATJUP,Truck,92,0,92,0.07,173368
Punjab,76,Firozpur City,16 SATPAL SINGH,MALE,45,SC,IND,Air Conditioner,84,0,84,0.07,173368
TURN OUT,,,,,,TOTAL:,,,123727,772,124499,71.81,
Punjab,77,Firozpur Rural,1 RAJNEESH KUMAR DAHIYA,MALE,45,SC,AAAP,Broom,74891,402,75293,49.56,196789
Punjab,77,Firozpur Rural,2 JOGINDER SINGH JINDU,MALE,60,SC,SAD,Scales,47434,113,47547,31.3,196789
Punjab,77,Firozpur Rural,3 ASHU BANGER,MALE,35,SC,INC,Hand,20358,38,20396,13.43,196789
Punjab,77,Firozpur Rural,4 NASEEB KAUR,FEMALE,56,SC,SAD(M),BUCKET,3186,10,3196,2.1,196789
Punjab,77,Firozpur Rural,5 MORDA SINGH,MALE,34,SC,IND,Ganna Kisan,1743,6,1749,1.15,196789
Punjab,77,Firozpur Rural,6 JASWINDER SINGH,MALE,48,SC,PLCP,HOCKEY AND BALL,771,6,777,0.51,196789
Punjab,77,Firozpur Rural,7 NOTA,,,,NOTA,NOTA,591,2,593,0.39,196789
Punjab,77,Firozpur Rural,8 LOVEPREET KAUR,FEMALE,32,SC,JNASRP,Apple,520,0,520,0.34,196789
Punjab,77,Firozpur Rural,9 BALDEV SINGH,MALE,31,SC,IND,Truck,439,1,440,0.29,196789
Punjab,77,Firozpur Rural,10 JOGINDER,MALE,37,SC,IND,Bat,375,1,376,0.25,196789
Punjab,77,Firozpur Rural,11 SURESH KUMAR,MALE,43,SC,CPI(ML)(L),Flag with Three Stars,324,0,324,0.21,196789
Punjab,77,Firozpur Rural,12 SURJEET SINGH,MALE,30,SC,ILVK,Chakki,264,5,269,0.18,196789
Punjab,77,Firozpur Rural,13 THOMES,MALE,31,SC,IND,BENCH,232,0,232,0.15,196789
Punjab,77,Firozpur Rural,14 BAGEECHA SINGH DHALIWAL,MALE,33,SC,RPIE,Door Bell,116,0,116,0.08,196789
Punjab,77,Firozpur Rural,15 RAJ KUMAR,MALE,34,SC,APNJBP,CCTV Camera,80,1,81,0.05,196789
TURN OUT,,,,,,TOTAL:,,,151324,585,151909,77.19,
Punjab,78,Guru Har Sahai,1 FAUJA SINGH,MALE,61,SC,AAAP,Broom,67769,574,68343,49.02,173257
Punjab,78,Guru Har Sahai,2 VARDEV SINGH,MALE,57,GENERAL,SAD,Scales,57497,272,57769,41.44,173257
Punjab,78,Guru Har Sahai,3 VIJAY KUMAR,MALE,68,GENERAL,INC,Hand,5550,28,5578,4,173257
Punjab,78,Guru Har Sahai,4 GURPERVEZ SINGH,MALE,41,GENERAL,BJP,Lotus,3958,30,3988,2.86,173257
Punjab,78,Guru Har Sahai,5 JATINDER SINGH THIND,MALE,33,GENERAL,SAD(M),Truck,1204,4,1208,0.87,173257
Punjab,78,Guru Har Sahai,6 MALKEET SINGH,MALE,30,SC,IND,Brush,510,0,510,0.37,173257
Punjab,78,Guru Har Sahai,7 NOTA,,,,NOTA,NOTA,440,3,443,0.32,173257
Punjab,78,Guru Har Sahai,8 MAJOR SINGH,MALE,44,GENERAL,IND,Cot,432,2,434,0.31,173257
Punjab,78,Guru Har Sahai,9 KULWANT SINGH,MALE,32,SC,JJJKP,Ganna Kisan,391,1,392,0.28,173257
Punjab,78,Guru Har Sahai,10 PARKASH SINGH,MALE,38,SC,IND,Bat,176,0,176,0.13,173257
Punjab,78,Guru Har Sahai,11 PARWINDER SINGH,MALE,32,GENERAL,IND,FLUTE,152,0,152,0.11,173257
Punjab,78,Guru Har Sahai,12 MANOJ KUMAR,MALE,48,GENERAL,IND,Gas Cylinder,141,1,142,0.1,173257
Punjab,78,Guru Har Sahai,13 KULDEEP SINGH,MALE,31,GENERAL,IND,Razor,139,1,140,0.1,173257
Punjab,78,Guru Har Sahai,14 GURBHEJ SINGH,MALE,27,GENERAL,IND,DIAMOND,132,1,133,0.1,173257
TURN OUT,,,,,,TOTAL:,,,138491,917,139408,80.46,
Punjab,79,Jalalabad,1 JAGDEEP KAMBOJ,MALE,37,GENERAL,AAAP,Broom,90308,1147,91455,52.95,214303
Punjab,79,Jalalabad,2 Sukhbir Singh Badal,MALE,59,GENERAL,SAD,Scales,59934,591,60525,35.04,214303
Punjab,79,Jalalabad,3 Mohan Singh,MALE,67,SC,INC,Hand,8666,105,8771,5.08,214303
Punjab,79,Jalalabad,4 PURAN CHAND,MALE,55,SC,BJP,Lotus,5338,80,5418,3.14,214303
Punjab,79,Jalalabad,5 Surinder Singh,MALE,48,SC,IND,Ganna Kisan,1832,28,1860,1.08,214303
Punjab,79,Jalalabad,6 Gurmeet Singh,MALE,53,SC,SAD(M),BUCKET,1243,5,1248,0.72,214303
Punjab,79,Jalalabad,7 NOTA,,,,NOTA,NOTA,823,7,830,0.48,214303
Punjab,79,Jalalabad,8 Manpreet Singh,MALE,34,GENERAL,IND,Truck,546,0,546,0.32,214303
Punjab,79,Jalalabad,9 Gurpreet Singh,MALE,49,SC,IND,Battery torch,538,2,540,0.31,214303
Punjab,79,Jalalabad,10 Kuldeep Singh,MALE,39,SC,IPBP,Trumpet,312,1,313,0.18,214303
Punjab,79,Jalalabad,11 Baljit Singh,MALE,67,SC,IND,BENCH,267,2,269,0.16,214303
Punjab,79,Jalalabad,12 GURCHARAN SINGH,MALE,55,GENERAL,JJJKP,Peas,259,5,264,0.15,214303
Punjab,79,Jalalabad,13 Karamjit Singh,MALE,50,GENERAL,SP,Bicycle,237,3,240,0.14,214303
Punjab,79,Jalalabad,14 Angrej Singh,MALE,54,SC,IND,Coat,201,4,205,0.12,214303
Punjab,79,Jalalabad,15 Harish Chander,MALE,56,GENERAL,IND,Gas Cylinder,132,0,132,0.08,214303
Punjab,79,Jalalabad,16 Ranjit Ram,MALE,38,SC,RPI(A),Air Conditioner,98,3,101,0.06,214303
TURN OUT,,,,,,TOTAL:,,,170734,1983,172717,80.59,
Punjab,80,Fazilka,1 NARINDER PAL SINGH SAWNA,MALE,30,SC,AAAP,Broom,62437,720,63157,43.49,178100
Punjab,80,Fazilka,2 SURJIT KUMAR JYANI,MALE,65,GENERAL,BJP,Lotus,34885,552,35437,24.4,178100
Punjab,80,Fazilka,3 DAVINDER SINGH GHUBAYA,MALE,30,SC,INC,Hand,28887,209,29096,20.04,178100
Punjab,80,Fazilka,4 HANS RAJ JOSAN,MALE,66,GENERAL,SAD,Scales,13559,158,13717,9.45,178100
Punjab,80,Fazilka,5 NOTA,,,,NOTA,NOTA,789,10,799,0.55,178100
Punjab,80,Fazilka,6 NAGINDER SINGH,MALE,48,GENERAL,IND,Bat,644,4,648,0.45,178100
Punjab,80,Fazilka,7 HARKIRAN JEET SINGH,MALE,36,GENERAL,SAD(M),BUCKET,583,5,588,0.4,178100
