10 - Detailed Results,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,VALID VOTES POLLED,,,,
STATE/UT NAME,AC NO.,AC NAME,CANDIDATE NAME,SEX,AGE,CATEGORY,PARTY,SYMBOL,GENERAL,POSTAL,TOTAL,% VOTES POLLED,TOTAL ELECTORS
Punjab,97,Sardulgarh,14 Jaswinder Singh,MALE,30,SC,IND,Table,325,0,325,0.21,182806
TURN OUT,,,,,,TOTAL:,,,151964,858,152822,83.6,
Punjab,98,Budhlada,1 BUDH RAM,MALE,65,SC,AAAP,Broom,87467,815,88282,55.04,196478
Punjab,98,Budhlada,2 Dr. NISHAN SINGH HAKAMWALA,MALE,50,SC,SAD,Scales,36284,307,36591,22.81,196478
Punjab,98,Budhlada,3 Dr. RANVIR KAUR MIAN,FEMALE,31,SC,INC,Hand,21375,117,21492,13.4,196478
Punjab,98,Budhlada,4 PARAMJEET KAUR,FEMALE,41,SC,IND,COMPUTER,6628,17,6645,4.14,196478
Punjab,98,Budhlada,5 KRISHAN SINGH CHOUHAN,MALE,45,SC,CPI,Ears of Corn And Sickle,2110,17,2127,1.33,196478
Punjab,98,Budhlada,6 BHOLA SINGH,MALE,58,SC,PLCP,HOCKEY AND BALL,1893,25,1918,1.2,196478
Punjab,98,Budhlada,7 NOTA,,,,NOTA,NOTA,926,9,935,0.58,196478
Punjab,98,Budhlada,8 RAM PARTAP SINGH @ NIKKA BAHADURPUR,MALE,47,SC,CPI(ML)(L),Flag with Three Stars,920,3,923,0.58,196478
Punjab,98,Budhlada,9 DARSHAN SINGH,MALE,53,SC,IND,Hand Cart,671,1,672,0.42,196478
Punjab,98,Budhlada,10 RANGI RAM,MALE,57,SC,IND,SHIP,565,0,565,0.35,196478
Punjab,98,Budhlada,11 RANJIT SINGH BHADRA,MALE,35,SC,LIP,Letter Box,260,0,260,0.16,196478
TURN OUT,,,,,,TOTAL:,,,159099,1311,160410,81.64,
Punjab,99,Lehra,1 Barinder Kumar Goyal Vakeel,MALE,63,GENERAL,AAAP,Broom,59618,440,60058,43.59,173020
Punjab,99,Lehra,2 Parminder Singh Dhindsa,MALE,48,GENERAL,SADS,Telephone,33385,155,33540,24.34,173020
Punjab,99,Lehra,3 Rajinder Kaur Bhattal,FEMALE,76,GENERAL,INC,Hand,20371,79,20450,14.84,173020
Punjab,99,Lehra,4 Gobind Singh Longowal,MALE,65,GENERAL,SAD,Scales,11976,62,12038,8.74,173020
Punjab,99,Lehra,5 SHER SINGH,MALE,66,GENERAL,SAD(M),SHIP,4984,7,4991,3.62,173020
Punjab,99,Lehra,6 Satwant Singh,MALE,67,GENERAL,IND,Cot,1540,6,1546,1.12,173020
Punjab,99,Lehra,7 Balwinder Singh,MALE,52,SC,IND,Binoculars,1517,3,1520,1.1,173020
Punjab,99,Lehra,8 Parminder Singh,MALE,37,GENERAL,IND,Brief Case,1215,0,1215,0.88,173020
Punjab,99,Lehra,9 NOTA,,,,NOTA,NOTA,1061,10,1071,0.78,173020
Punjab,99,Lehra,10 Hardeep Singh,MALE,31,SC,RSP,Spade & Stoker,690,4,694,0.5,173020
Punjab,99,Lehra,11 Jagdish Singh Atwal,MALE,55,SC,IND,Bat,650,3,653,0.47,173020
TURN OUT,,,,,,TOTAL:,,,137007,769,137776,79.63,
Punjab,100,Dirba,1 Harpal Singh Cheema,MALE,47,SC,AAAP,Broom,82228,402,82630,56.89,183789
Punjab,100,Dirba,2 Gulzar Singh Moonak,MALE,41,SC,SAD,Scales,31899,76,31975,22.01,183789
Punjab,100,Dirba,3 Ajaib Singh Ratolan,MALE,66,SC,INC,Hand,10437,35,10472,7.21,183789
Punjab,100,Dirba,4 Mandeep Singh,MALE,32,SC,SAD(M),COMPUTER,8989,11,9000,6.2,183789
Punjab,100,Dirba,5 Soma Singh,MALE,47,SC,SADS,Telephone,4750,10,4760,3.28,183789
Punjab,100,Dirba,6 Malvinder Singh,MALE,41,SC,SNYKSNGRHP,Cup & Saucer,1191,3,1194,0.82,183789
Punjab,100,Dirba,7 NOTA,,,,NOTA,NOTA,998,4,1002,0.69,183789
Punjab,100,Dirba,8 Lal Singh,MALE,48,SC,IND,Iron,890,0,890,0.61,183789
Punjab,100,Dirba,9 Avtar Singh Namberdar,MALE,48,SC,IND,Bat,775,0,775,0.53,183789
Punjab,100,Dirba,10 Gobind Singh Chhajli,MALE,48,SC,CPI(ML)(L),Flag with Three Stars,722,1,723,0.5,183789
Punjab,100,Dirba,11 Ran Singh Mehlan,MALE,54,SC,IND,Pressure Cooker,722,1,723,0.5,183789
Punjab,100,Dirba,12 Gurmeet Singh,MALE,50,SC,IND,BOX,470,2,472,0.32,183789
Punjab,100,Dirba,13 Amanpreet Singh,MALE,33,SC,JJJKP,Cauliflower,392,1,393,0.27,183789
Punjab,100,Dirba,14 Bikar Singh,MALE,38,SC,LIP,Letter Box,246,2,248,0.17,183789
TURN OUT,,,,,,TOTAL:,,,144709,548,145257,79.03,
Punjab,101,Sunam,1 AMAN ARORA,MALE,47,GENERAL,AAAP,Broom,94274,520,94794,61.28,196952
Punjab,101,Sunam,2 JASWINDER SINGH DHIMAN S/o AMARJIT SINGH,MALE,35,GENERAL,INC,Hand,19463,54,19517,12.62,196952
Punjab,101,Sunam,3 BALDEV SINGH MAAN,MALE,80,GENERAL,SAD,Scales,12662,52,12714,8.22,196952
Punjab,101,Sunam,4 SANMUKH SINGH MOKHA,MALE,73,GENERAL,SADS,Telephone,11288,63,11351,7.34,196952
Punjab,101,Sunam,5 AMRITPAL SINGH SIDHU,MALE,50,GENERAL,SAD(M),COMPUTER,10700,21,10721,6.93,196952
Punjab,101,Sunam,6 NOTA,,,,NOTA,NOTA,1500,5,1505,0.97,196952
Punjab,101,Sunam,7 AMARJIT SINGH MANN,MALE,66,GENERAL,IND,Scissors,1049,10,1059,0.68,196952
Punjab,101,Sunam,8 RANJIT SINGH,MALE,32,GENERAL,IND,SHIP,1033,0,1033,0.67,196952
Punjab,101,Sunam,9 JASVINDER SINGH DHIMAN S/o DARSHAN SINGH,MALE,31,GENERAL,IND,Winnower,612,1,613,0.4,196952
Punjab,101,Sunam,10 YADWINDER SINGH,MALE,44,GENERAL,IND,Chappals,454,0,454,0.29,196952
Punjab,101,Sunam,11 PARGAT SINGH,MALE,57,GENERAL,IND,Batsman,333,1,334,0.22,196952
Punjab,101,Sunam,12 KARNAIL SINGH,MALE,64,SC,BMUP,Cot,330,2,332,0.21,196952
Punjab,101,Sunam,13 HARBHAGWAN SHARMA BHIKHI,MALE,46,GENERAL,CPI(ML)(L),Flag with Three Stars,256,1,257,0.17,196952
TURN OUT,,,,,,TOTAL:,,,153954,730,154684,78.54,
Punjab,102,Bhadaur,1 LABH SINGH UGOKE,MALE,35,SC,AAAP,Broom,63514,453,63967,51.07,158573
Punjab,102,Bhadaur,2 CHARANJIT SINGH CHANNI,MALE,58,SC,INC,Hand,26294,115,26409,21.09,158573
Punjab,102,Bhadaur,3 SATNAM SINGH RAHI,MALE,50,SC,SAD,Scales,21065,118,21183,16.91,158573
Punjab,102,Bhadaur,4 HANS SINGH,MALE,35,SC,SAD(M),BUCKET,8577,23,8600,6.87,158573
Punjab,102,Bhadaur,5 NOTA,,,,NOTA,NOTA,858,0,858,0.69,158573
Punjab,102,Bhadaur,6 MANJIT KAUR,FEMALE,64,SC,IND,Pot,797,3,800,0.64,158573
Punjab,102,Bhadaur,7 DHARAM SINGH FOUJI,MALE,55,SC,PLCP,HOCKEY AND BALL,611,11,622,0.5,158573
Punjab,102,Bhadaur,8 BALVIR SINGH ALIAS BALBIR SINGH,MALE,57,SC,CPI(M),"Hammer, Sickle and Star",542,6,548,0.44,158573
Punjab,102,Bhadaur,9 KRISHAN SINGH,MALE,51,SC,IND,Cot,493,0,493,0.39,158573
Punjab,102,Bhadaur,10 BHAGWANT SINGH SAMAON,MALE,42,SC,CPI(ML)(L),Flag with Three Stars,437,1,438,0.35,158573
Punjab,102,Bhadaur,11 JAGROOP SINGH,MALE,31,SC,LIP,Letter Box,400,6,406,0.32,158573
Punjab,102,Bhadaur,12 GORA SINGH,MALE,44,SC,IND,Cauliflower,337,0,337,0.27,158573
Punjab,102,Bhadaur,13 BAGGA SINGH KAHNE KE,MALE,31,SC,PKD,Hand Cart,323,2,325,0.26,158573
Punjab,102,Bhadaur,14 RAJINDER SINGH,MALE,39,SC,PNJBNP,Football,261,0,261,0.21,158573
TURN OUT,,,,,,TOTAL:,,,124509,738,125247,78.98,
Punjab,103,Barnala,1 GURMEET SINGH MEET HAYER,MALE,32,GENERAL,AAAP,Broom,64091,709,64800,49.27,183174
Punjab,103,Barnala,2 KULWANT SINGH KEETU,MALE,46,GENERAL,SAD,Scales,26990,188,27178,20.66,183174
Punjab,103,Barnala,3 MANISH BANSAL,MALE,43,GENERAL,INC,Hand,16750,103,16853,12.81,183174
Punjab,103,Barnala,4 GURPREET SINGH,MALE,30,GENERAL,SAD(M),Truck,9890,27,9917,7.54,183174
Punjab,103,Barnala,5 DHIRAJ KUMAR,MALE,51,GENERAL,BJP,Lotus,9041,81,9122,6.94,183174
Punjab,103,Barnala,6 NOTA,,,,NOTA,NOTA,848,7,855,0.65,183174
Punjab,103,Barnala,7 BALJIT SINGH BADBAR,MALE,47,GENERAL,IND,Table,687,2,689,0.52,183174
Punjab,103,Barnala,8 ABHIKARAN SINGH,MALE,27,GENERAL,IND,Pot,313,4,317,0.24,183174
Punjab,103,Barnala,9 JAGRAJ SINGH,MALE,66,GENERAL,NAPt,BUCKET,299,1,300,0.23,183174
Punjab,103,Barnala,10 GURBAJ SINGH,MALE,48,SC,BMUP,Cot,298,2,300,0.23,183174
Punjab,103,Barnala,11 PAPPU KUMAR,MALE,52,SC,IND,CALCULATOR,289,1,290,0.22,183174
Punjab,103,Barnala,12 SUKHWINDER SINGH,MALE,36,SC,IND,Air Conditioner,243,0,243,0.18,183174
Punjab,103,Barnala,13 HARPREET SINGH,MALE,28,SC,IND,Walking Stick,238,1,239,0.18,183174
Punjab,103,Barnala,14 Karamjit Singh,MALE,35,GENERAL,LIP,Letter Box,216,2,218,0.17,183174
Punjab,103,Barnala,15 RAJ KUMAR,MALE,49,SC,RSP,Spade & Stoker,211,0,211,0.16,183174
TURN OUT,,,,,,TOTAL:,,,130404,1128,131532,71.81,
Punjab,104,Mehal Kalan,1 Kulwant Singh Pandori,MALE,49,SC,AAAP,Broom,53266,448,53714,46.52,161387
Punjab,104,Mehal Kalan,2 Gurjant Singh Kattu,MALE,55,SC,SAD(M),Binoculars,23335,32,23367,20.24,161387
Punjab,104,Mehal Kalan,3 Harchand Kaur,FEMALE,65,SC,INC,Hand,17464,81,17545,15.2,161387
Punjab,104,Mehal Kalan,4 Chamkaur Singh,MALE,64,SC,BSP,Elephant,10331,63,10394,9,161387
Punjab,104,Mehal Kalan,5 Jasveer Singh,MALE,32,SC,IND,Pen Drive,3314,23,3337,2.89,161387
Punjab,104,Mehal Kalan,6 Sant Sukhwinder Singh Tibba,MALE,59,SC,SADS,Telephone,3117,21,3138,2.72,161387
Punjab,104,Mehal Kalan,7 Gurtej Singh,MALE,56,SC,IND,Stapler,828,2,830,0.72,161387
Punjab,104,Mehal Kalan,8 NOTA,,,,NOTA,NOTA,797,8,805,0.7,161387
Punjab,104,Mehal Kalan,9 Gurpreet Singh Rureke,MALE,39,SC,CPI(ML)(L),Flag with Three Stars,680,1,681,0.59,161387
Punjab,104,Mehal Kalan,10 Supinder Singh,MALE,25,SC,IND,Mixee,513,0,513,0.44,161387
Punjab,104,Mehal Kalan,11 Teja Singh Kalabula,MALE,67,SC,APNEP,Air Conditioner,475,0,475,0.41,161387
Punjab,104,Mehal Kalan,12 Harbans Singh,MALE,58,SC,SP,Bicycle,392,4,396,0.34,161387
Punjab,104,Mehal Kalan,13 Gurmel Singh,MALE,62,SC,NAPt,Bicycle Pump,266,1,267,0.23,161387
TURN OUT,,,,,,TOTAL:,,,114778,684,115462,71.54,
Punjab,105,Malerkotla,1 MOHAMMAD JAMIL UR RAHMAN,MALE,62,GENERAL,AAAP,Broom,65698,250,65948,52.32,160388
Punjab,105,Malerkotla,2 RAZIA SULTANA,FEMALE,55,GENERAL,INC,Hand,44197,65,44262,35.12,160388
Punjab,105,Malerkotla,3 NUSRAT ALI KHAN,MALE,63,GENERAL,SAD,Scales,8403,18,8421,6.68,160388
Punjab,105,Malerkotla,4 F. NESARA KHATTON (FARZANA ALAM),FEMALE,68,GENERAL,PLCP,HOCKEY AND BALL,3755,11,3766,2.99,160388
Punjab,105,Malerkotla,5 NOTA,,,,NOTA,NOTA,686,1,687,0.55,160388
Punjab,105,Malerkotla,6 ABDUL SATTAR,MALE,43,GENERAL,CPI(M),"Hammer, Sickle and Star",537,8,545,0.43,160388
Punjab,105,Malerkotla,7 MOHAMMAD ZUBAIR,MALE,45,GENERAL,IND,Walking Stick,455,0,455,0.36,160388
Punjab,105,Malerkotla,8 MOHAMMAD MUNIR,MALE,42,GENERAL,IND,Cot,319,0,319,0.25,160388
Punjab,105,Malerkotla,9 MOHINDER SINGH,MALE,61,GENERAL,IND,Truck,313,5,318,0.25,160388
Punjab,105,Malerkotla,10 HASAN MOHAMMAD,MALE,36,GENERAL,APNEP,Bat,266,1,267,0.21,160388
Punjab,105,Malerkotla,11 MOHAMMAD SHAKEEL,MALE,48,GENERAL,IND,Tennis Racket & Ball,227,0,227,0.18,160388
Punjab,105,Malerkotla,12 MOHAMMAD YASIN (GUGGI),MALE,54,GENERAL,IND,Battery Torch,225,1,226,0.18,160388
Punjab,105,Malerkotla,13 SAYED MANZOOR GELANI,MALE,47,GENERAL,PNJBNP,Football,208,3,211,0.17,160388
Punjab,105,Malerkotla,14 DHARMINDER SINGH,MALE,36,GENERAL,IND,DIAMOND,167,0,167,0.13,160388
Punjab,105,Malerkotla,15 MOHAMMAD ANWER,MALE,39,GENERAL,LIP,Letter Box,125,0,125,0.1,160388
Punjab,105,Malerkotla,16 SAIF UR ISMAIL,MALE,45,GENERAL,IND,CCTV Camera,98,0,98,0.08,160388
TURN OUT,,,,,,TOTAL:,,,125679,363,126042,78.59,
Punjab,106,Amargarh,1 PROF. JASWANT SINGH GAJJAN MAJRA,MALE,59,GENERAL,AAAP,Broom,44294,229,44523,34.28,166610
Punjab,106,Amargarh,2 SIMRANJIT SINGH MANN,MALE,77,GENERAL,SAD(M),BUCKET,38385,95,38480,29.63,166610
Punjab,106,Amargarh,3 IQBAL SINGH JHUNDAN,MALE,60,GENERAL,SAD,Scales,25970,98,26068,20.07,166610
Punjab,106,Amargarh,4 SMIT SINGH MANN,MALE,31,GENERAL,INC,Hand,16889,34,16923,13.03,166610
Punjab,106,Amargarh,5 SARDAR ALI,MALE,49,GENERAL,PLCP,HOCKEY AND BALL,1323,19,1342,1.03,166610
Punjab,106,Amargarh,6 NOTA,,,,NOTA,NOTA,594,1,595,0.46,166610
Punjab,106,Amargarh,7 DILBAGH SINGH,MALE,52,GENERAL,IND,Bat,378,0,378,0.29,166610
Punjab,106,Amargarh,8 SATVIR SINGH SHEERA BANBHAURA,MALE,41,GENERAL,IND,Cot,333,5,338,0.26,166610
Punjab,106,Amargarh,9 KAMALJEET SINGH,MALE,36,SC,PPID,Battery Torch,293,0,293,0.23,166610
Punjab,106,Amargarh,10 LACHHMAN SINGH,MALE,64,SC,IND,Helicopter,287,0,287,0.22,166610
Punjab,106,Amargarh,11 SATWINDER KAUR,FEMALE,41,SC,IND,Almirah,240,8,248,0.19,166610
Punjab,106,Amargarh,12 AMAR SINGH,MALE,39,GENERAL,IND,Violin,197,0,197,0.15,166610
Punjab,106,Amargarh,13 JAGPAL SINGH,MALE,64,GENERAL,IND,Football,195,1,196,0.15,166610
TURN OUT,,,,,,TOTAL:,,,129378,490,129868,77.95,
Punjab,107,Dhuri,1 BHAGWANT MANN,MALE,48,GENERAL,AAAP,Broom,82023,569,82592,64.29,166143
Punjab,107,Dhuri,2 DALVIR SINGH GOLDY,MALE,40,GENERAL,INC,Hand,24306,80,24386,18.98,166143
Punjab,107,Dhuri,3 PARKASH CHAND GARG,MALE,69,GENERAL,SAD,Scales,6959,32,6991,5.44,166143
Punjab,107,Dhuri,4 RANDEEP SINGH,MALE,40,GENERAL,BJP,Lotus,5385,51,5436,4.23,166143
Punjab,107,Dhuri,5 NARINDER SINGH,MALE,43,GENERAL,SAD(M),BUCKET,4459,10,4469,3.48,166143
Punjab,107,Dhuri,6 SARBJIT SINGH,MALE,53,GENERAL,IND,Cot,1186,2,1188,0.92,166143
Punjab,107,Dhuri,7 NOTA,,,,NOTA,NOTA,771,4,775,0.6,166143
Punjab,107,Dhuri,8 SUKHWINDER SINGH,MALE,49,SC,NAPt,Helicopter,726,0,726,0.57,166143
Punjab,107,Dhuri,9 PARDEEP KUMAR,MALE,42,GENERAL,APNEP,Bat,554,0,554,0.43,166143
Punjab,107,Dhuri,10 SHAKTI KUMAR GUPTA,MALE,47,GENERAL,IND,DIAMOND,488,0,488,0.38,166143
Punjab,107,Dhuri,11 JASWINDER SINGH,MALE,30,GENERAL,LIP,Letter Box,456,1,457,0.36,166143
Punjab,107,Dhuri,12 VIJAY SYAL,MALE,63,GENERAL,IND,Harmonium,230,0,230,0.18,166143
Punjab,107,Dhuri,13 HARPREET SINGH,MALE,28,SC,CPI(ML)(L),Flag with Three Stars,166,0,166,0.13,166143
TURN OUT,,,,,,TOTAL:,,,127709,749,128458,77.32,
Punjab,108,Sangrur,1 Narinder Kaur Bharaj,FEMALE,27,GENERAL,AAAP,Broom,74047,804,74851,51.67,190530
Punjab,108,Sangrur,2 Vijay Inder Singla,MALE,50,GENERAL,INC,Hand,38179,242,38421,26.52,190530
Punjab,108,Sangrur,3 Arvind Khanna,MALE,54,GENERAL,BJP,Lotus,13634,132,13766,9.5,190530
Punjab,108,Sangrur,4 Winnerjit Singh Goldy,MALE,46,GENERAL,SAD,Scales,10397,91,10488,7.24,190530
Punjab,108,Sangrur,5 Gurnaib Singh,MALE,54,GENERAL,SAD(M),SHIP,4454,12,4466,3.08,190530
Punjab,108,Sangrur,6 Jagdeep Singh,MALE,38,GENERAL,SNYKSNGRHP,Cup & Saucer,1200,9,1209,0.83,190530
Punjab,108,Sangrur,7 NOTA,,,,NOTA,NOTA,804,7,811,0.56,190530
Punjab,108,Sangrur,8 Bahadur Singh,MALE,48,GENERAL,JJJKP,Gas Stove,480,2,482,0.33,190530
Punjab,108,Sangrur,9 Harmanpreet Singh,MALE,46,GENERAL,LIP,Letter Box,376,3,379,0.26,190530
TURN OUT,,,,,,TOTAL:,,,143571,1302,144873,76.04,
Punjab,109,Nabha,1 GURDEV SINGH DEV MAAN,MALE,52,SC,AAAP,Broom,81710,343,82053,57.45,185315
Punjab,109,Nabha,2 KABIR DASS,MALE,63,SC,SAD,Scales,29339,114,29453,20.62,185315
Punjab,109,Nabha,3 SADHU SINGH,MALE,61,SC,INC,Hand,18218,33,18251,12.78,185315
Punjab,109,Nabha,4 GURPREET SINGH SHAHPUR,MALE,44,SC,BJP,Lotus,6397,47,6444,4.51,185315
Punjab,109,Nabha,5 BARINDER KUMAR,MALE,36,SC,SNYKSNGRHP,Cup & Saucer,3004,10,3014,2.11,185315
Punjab,109,Nabha,6 NOTA,,,,NOTA,NOTA,1414,10,1424,1,185315
Punjab,109,Nabha,7 KASHMIR SINGH,MALE,54,SC,CPI,Ears of Corn And Sickle,891,4,895,0.63,185315
Punjab,109,Nabha,8 GULZAR KHANNA,MALE,59,SC,IND,Iron,474,0,474,0.33,185315
Punjab,109,Nabha,9 BALWANT SINGH,MALE,45,SC,IND,Pen Stand,415,2,417,0.29,185315
Punjab,109,Nabha,10 SIMRANJEET SINGH,MALE,34,SC,SP,Bicycle,392,2,394,0.28,185315
TURN OUT,,,,,,TOTAL:,,,142254,565,142819,77.07,
Punjab,110,Patiala Rural,1 Dr.Balbir Singh,MALE,65,GENERAL,AAAP,Broom,76333,822,77155,52.05,226041
Punjab,110,Patiala Rural,2 Mohit Mohindra,MALE,31,GENERAL,INC,Hand,23554,127,23681,15.97,226041
Punjab,110,Patiala Rural,3 Jaspal Singh Bitu Chatha,MALE,46,GENERAL,SAD,Scales,19826,170,19996,13.49,226041
Punjab,110,Patiala Rural,4 Sanjeev Sharma Bittu,MALE,51,GENERAL,PLCP,HOCKEY AND BALL,11778,109,11887,8.02,226041
Punjab,110,Patiala Rural,5 Prof. Mohinder Pal Singh,MALE,61,GENERAL,SAD(M),BUCKET,5372,32,5404,3.65,226041
Punjab,110,Patiala Rural,6 Saurabh Jain,MALE,43,GENERAL,IND,Gas Cylinder,3074,6,3080,2.08,226041
Punjab,110,Patiala Rural,7 Jasdeep Singh Nikku,MALE,52,GENERAL,IND,Auto- Rickshaw,1334,2,1336,0.9,226041
Punjab,110,Patiala Rural,8 Dhraminder Singh,MALE,58,GENERAL,IND,Cot,1064,7,1071,0.72,226041
Punjab,110,Patiala Rural,9 Dalbir Singh,MALE,41,GENERAL,IND,Battery torch,882,2,884,0.6,226041
Punjab,110,Patiala Rural,10 NOTA,,,,NOTA,NOTA,755,16,771,0.52,226041
Punjab,110,Patiala Rural,11 Jashandeep Singh Joshi,MALE,41,GENERAL,IND,Tennis Racket & Ball,602,0,602,0.41,226041
Punjab,110,Patiala Rural,12 Baljeet Singh,MALE,43,GENERAL,IND,Bat,568,0,568,0.38,226041
Punjab,110,Patiala Rural,13 Harpreet Kaur,FEMALE,30,SC,SMJSNGP,Helicopter,318,2,320,0.22,226041
Punjab,110,Patiala Rural,14 Tejwinderpal Singh Saini,MALE,33,GENERAL,PPID,Ganna Kisan,314,0,314,0.21,226041
Punjab,110,Patiala Rural,15 Paramjit Singh Bhullar,MALE,46,GENERAL,IND,Sewing Machine,305,0,305,0.21,226041
Punjab,110,Patiala Rural,16 Rajiv Kumar Babbar,MALE,42,GENERAL,IND,Neck Tie,294,0,294,0.2,226041
Punjab,110,Patiala Rural,17 Abhishek Singh,MALE,32,GENERAL,IND,Tiller,207,5,212,0.14,226041
Punjab,110,Patiala Rural,18 Jasdev Singh Urf Jasleen Patiala,THIRD,27,GENERAL,ILVK,Chakki,126,1,127,0.09,226041
Punjab,110,Patiala Rural,19 Krishan Kumar,MALE,42,GENERAL,IND,BELT,121,0,121,0.08,226041
Punjab,110,Patiala Rural,20 Shweta Jindal,FEMALE,38,GENERAL,IND,School Bag,115,0,115,0.08,226041
TURN OUT,,,,,,TOTAL:,,,146942,1301,148243,65.58,
Punjab,111,Rajpura,1 Neena Mittal,FEMALE,50,GENERAL,AAAP,Broom,54617,217,54834,40.1,182694
Punjab,111,Rajpura,2 Jagdish Kumar Jagga,MALE,46,GENERAL,BJP,Lotus,32252,89,32341,23.65,182694
Punjab,111,Rajpura,3 Hardial Singh Kamboj,MALE,63,GENERAL,INC,Hand,28520,69,28589,20.9,182694
Punjab,111,Rajpura,4 Charanjit Singh Brar,MALE,52,GENERAL,SAD,Scales,14967,39,15006,10.97,182694
Punjab,111,Rajpura,5 Jagjit Singh,MALE,55,GENERAL,SAD(M),SHIP,3340,4,3344,2.45,182694
Punjab,111,Rajpura,6 NOTA,,,,NOTA,NOTA,932,4,936,0.68,182694
Punjab,111,Rajpura,7 Dr. Bhai Paramjit Singh,MALE,59,GENERAL,IND,Crane,661,0,661,0.48,182694
Punjab,111,Rajpura,8 Parveen Kumar,MALE,42,GENERAL,IND,Bat,358,0,358,0.26,182694
Punjab,111,Rajpura,9 Gursewak Singh,MALE,32,GENERAL,IND,Slate,289,0,289,0.21,182694
Punjab,111,Rajpura,10 Avtar Singh Harpalpur,MALE,71,GENERAL,LIP,Letter Box,245,2,247,0.18,182694
Punjab,111,Rajpura,11 Harinder Singh,MALE,31,GENERAL,IND,Pen Stand,154,0,154,0.11,182694
TURN OUT,,,,,,TOTAL:,,,136335,424,136759,74.86,
Punjab,112,Dera Bassi,1 KULJIT SINGH RANDHAWA,MALE,60,GENERAL,AAAP,Broom,69870,162,70032,35.1,288440
Punjab,112,Dera Bassi,2 DEEPINDER SINGH DHILLON,MALE,60,GENERAL,INC,Hand,48260,51,48311,24.21,288440
Punjab,112,Dera Bassi,3 N. K. SHARMA,MALE,51,GENERAL,SAD,Scales,47678,53,47731,23.92,288440
Punjab,112,Dera Bassi,4 SANJIV KHANNA,MALE,56,GENERAL,BJP,Lotus,26903,60,26963,13.51,288440
Punjab,112,Dera Bassi,5 NOTA,,,,NOTA,NOTA,1410,2,1412,0.71,288440
Punjab,112,Dera Bassi,6 AVTAR SINGH,MALE,51,GENERAL,IND,Ganna Kisan,1125,0,1125,0.56,288440
Punjab,112,Dera Bassi,7 PARAMVIR SINGH,MALE,32,SC,IND,Helicopter,828,1,829,0.42,288440
Punjab,112,Dera Bassi,8 KULWINDER SINGH,MALE,36,GENERAL,AADMPRVTNP,Battery torch,782,10,792,0.4,288440
Punjab,112,Dera Bassi,9 BALJINDER SINGH,MALE,45,GENERAL,IND,DIAMOND,575,0,575,0.29,288440
Punjab,112,Dera Bassi,10 SARBJIT SINGH ROCKY,MALE,30,SC,RPPRINAT,Helmet,364,0,364,0.18,288440
Punjab,112,Dera Bassi,11 RAJ Kumar,MALE,31,GENERAL,IND,COMPUTER,328,0,328,0.16,288440
Punjab,112,Dera Bassi,12 SEEMA JAIN,FEMALE,49,GENERAL,IND,Mike,314,3,317,0.16,288440
Punjab,112,Dera Bassi,13 SHIV KUMAR MANWANI,MALE,60,GENERAL,IND,Glass Tumbler,264,1,265,0.13,288440
Punjab,112,Dera Bassi,14 DAVINDER SINGH,MALE,41,GENERAL,IND,Brush,260,1,261,0.13,288440
Punjab,112,Dera Bassi,15 YOG RAJ SAHOTA,MALE,65,SC,RTORP,School Bag,224,0,224,0.11,288440
TURN OUT,,,,,,TOTAL:,,,199185,344,199529,69.18,
Punjab,113,Ghanaur,1 GURLAL GHANAUR,MALE,43,GENERAL,AAAP,Broom,62562,221,62783,48.14,165161
Punjab,113,Ghanaur,2 MADAN LAL,MALE,62,GENERAL,INC,Hand,30954,64,31018,23.78,165161
Punjab,113,Ghanaur,3 PREM SINGH CHANDUMAJRA,MALE,72,GENERAL,SAD,Scales,24100,41,24141,18.51,165161
Punjab,113,Ghanaur,4 VIKAS SHARMA,MALE,33,GENERAL,BJP,Lotus,5699,29,5728,4.39,165161
Punjab,113,Ghanaur,5 PREM SINGH BHANGU,MALE,72,GENERAL,IND,Cot,1679,2,1681,1.29,165161
Punjab,113,Ghanaur,6 JAGDEEP SINGH,MALE,39,GENERAL,SAD(M),SHIP,1590,3,1593,1.22,165161
Punjab,113,Ghanaur,7 NOTA,,,,NOTA,NOTA,1305,1,1306,1,165161
Punjab,113,Ghanaur,8 JAGNEET SINGH,MALE,28,GENERAL,IND,Tube light,821,2,823,0.63,165161
Punjab,113,Ghanaur,9 JASPAL SINGH,MALE,39,GENERAL,IND,Glass Tumbler,688,0,688,0.53,165161
Punjab,113,Ghanaur,10 GURLAL SINGH,MALE,32,GENERAL,IND,Bat,447,3,450,0.35,165161
Punjab,113,Ghanaur,11 AMRIK SINGH,MALE,54,GENERAL,IND,Camera,211,1,212,0.16,165161
TURN OUT,,,,,,TOTAL:,,,130056,367,130423,78.97,
Punjab,114,Sanour,1 HARMIT SINGH PATHANMAJRA,MALE,46,GENERAL,AAAP,Broom,83634,259,83893,50.84,223614
Punjab,114,Sanour,2 HARINDER PAL SINGH CHANDUMAJRA,MALE,41,GENERAL,SAD,Scales,34704,67,34771,21.07,223614
Punjab,114,Sanour,3 HARINDER PAL SINGH HARRY MANN,MALE,64,GENERAL,INC,Hand,25365,43,25408,15.4,223614
